id;name;nationality;sex;height;weight;sport;gold;silver;bronze
434694198;Alexej Prochorow;GER;male;1.91;138;weightlifting;0;0;0
271488726;Alexey Alipov;RUS;male;1.74;80;shooting;0;0;0
251192385;Alexey Cheremisinov;RUS;male;1.83;75;fencing;1;0;0
318060996;Alexey Denisenko;RUS;male;1.85;68;taekwondo;0;1;0
221070420;Alexey Dergunov;KAZ;male;1.87;95;canoe;0;0;0
333787984;Alexey Verbov;RUS;male;1.83;79;volleyball;0;0;0
527521403;Alexey Yakimenko;RUS;male;1.84;80;fencing;0;0;0
448880966;Alexi Pappas;GRE;female;;;athletics;0;0;0
524151751;Alexis Gonzalez;ARG;male;1.84;85;volleyball;0;0;0
491625914;Alexis Raynaud;FRA;male;1.72;78;shooting;0;0;1
166278707;Alexis Santos;POR;male;1.85;74;aquatics;0;0;0
697622072;Alexis Soto;ARG;male;1.64;66;football;0;0;0
194257222;Alexis Vuillermoz;FRA;male;1.73;60;cycling;0;0;0
860974311;Alexus Laird;SEY;female;1.72;61;aquatics;0;0;0
108252301;Alfonso Antonio Leyva Yepez;MEX;male;1.81;85;wrestling;0;0;0
231869553;Alfonso Benavides Lopez de Ayala;ESP;male;1.82;86;canoe;0;0;0
475919800;Alfred Kipketer;KEN;male;1.67;60;athletics;0;0;0
450635887;Alfredo Campo;ECU;male;1.92;90;cycling;0;0;0
736830151;Alfredo Talavera;MEX;male;1.88;84;football;0;0;0
233231940;Alhussein Gambour;LBA;male;1.75;68;rowing;0;0;0
604740736;Ali Adnan;IRQ;male;1.8;76;football;0;0;0
461686848;Ali Elghrari;LBA;male;;;archery;0;0;0
668278260;Ali Eren Demirezen;TUR;male;1.89;;boxing;0;0;0
737778764;Ali Faez;IRQ;male;1.84;75;football;0;0;0
800154411;Ali Hashemi;IRI;male;1.78;93;weightlifting;0;0;0
931441337;Ali Hisny;IRQ;male;1.77;70;football;0;0;0
670890480;Ali Kaya;TUR;male;1.75;54;athletics;0;0;0
732766543;Ali Khalafalla;EGY;male;1.82;78;aquatics;0;0;0
702507964;Ali Khamis Khamis;BRN;male;1.82;70;athletics;0;0;0
969053827;Ali Krieger;USA;female;1.68;63;football;0;0;0
716391442;Ali Messaoudi;ALG;male;1.78;63;athletics;0;0;0
768503351;Ali Nouisri;TUN;male;1.84;75;cycling;0;0;0
853472045;Ali Pakdaman;IRI;male;1.93;94;fencing;0;0;0
89809268;Ali Riley;NZL;female;1.63;57;football;0;0;0
472145214;Ali Suljic;SWE;male;1.89;80;football;0;0;0
429169523;Ali Yousef Al Rumaihi;QAT;male;1.77;86;equestrian;0;0;0
220820586;Ali Zein Mohamed;EGY;male;1.9;83;handball;0;0;0
76451177;Alia Atkinson;JAM;female;1.73;71;aquatics;0;0;0
432850961;Alia Saeed Mohammed;UAE;female;1.58;54;athletics;0;0;0
502227727;Aliaksandr Bersanau;BLR;male;1.76;94;weightlifting;0;0;0
23998076;Aliaksandr Buikevich;BLR;male;1.91;80;fencing;0;0;0
564017885;Aliaksandr Liakhovich;BLR;male;1.72;65;athletics;0;0;0
68967384;Aliaksandra Herasimenia;BLR;female;1.74;58;aquatics;0;0;1
775336377;Aliaksandra Tarasava;BLR;female;1.7;64;basketball;0;0;0
185532375;Aliaksei Mzhachyk;BLR;male;1.9;136;weightlifting;0;0;0
481292461;Alican Kaynar;TUR;male;1.91;98;sailing;0;0;0
198660870;Alice Aprot Nawowuna;KEN;female;1.52;54;athletics;0;0;0
824189087;Alice Ingley;AUS;female;1.72;80;archery;0;0;0
200278263;Alice Mizzau;ITA;female;1.8;65;aquatics;0;0;0
273156241;Alice Naber-Lozeman;NED;female;1.68;62;equestrian;0;0;0
713167631;Alice Richardson;GBR;female;1.72;69;rugby sevens;0;0;0
965421454;Alice Schlesinger;GBR;female;1.65;65;judo;0;0;0
693106463;Alice Sinno;ITA;female;1.75;69;sailing;0;0;0
350838880;Alice Sotero;ITA;female;1.66;53;modern pentathlon;0;0;0
598475958;Alicia Blagg;GBR;female;1.65;65;aquatics;0;0;0
537043954;Alicia Brown;CAN;female;1.65;57;athletics;0;0;0
247476216;Alicia Cebrian Martinez de Lagos;ESP;female;1.68;68;sailing;0;0;0
556923374;Alicia Coutts;AUS;female;1.76;69;aquatics;0;0;0
906544891;Alicia Magaz;ESP;female;1.61;60;hockey;0;0;0
404345231;Alicia Quirk;AUS;female;1.73;64;rugby sevens;1;0;0
284199636;Alicja Tchorz;POL;female;1.76;68;aquatics;0;0;0
297498164;Alin Alexuc Ciurariu;ROU;male;1.91;105;wrestling;0;0;0
